Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator,rate_per_100k
2022-01-14,2021-05-01,Central Region,Unvaccinated,1005.0,34.0,7.0,4363885.0,23.02993777333729
2022-01-14,2021-09-04,Central Region,Fully Vaccinated,507.0,14.0,14.0,4993792.0,10.152605474957708
2022-01-14,2021-12-25,Central Region,Fully Vaccinated,858.0,6.0,0.0,5732931.0,14.966166521104126
2022-01-14,2021-02-06,Eastern Region,Fully Vaccinated,0.0,0.0,0.0,246824.0,0.0
2022-01-14,2021-09-11,Northern Region,Partially Vaccinated,233.0,7.0,2.0,593528.0,39.256783167769676
2022-01-14,2021-07-03,Southwest Region,Unvaccinated,285.0,28.0,6.0,3482613.0,8.183510484799775
2022-01-14,2021-07-31,Southwest Region,Partially Vaccinated,49.0,6.0,0.0,515097.0,9.51277138092437
2022-01-14,2021-11-27,Northwest Region,Fully Vaccinated,599.0,20.0,8.0,5490978.0,10.908803495479312
2022-01-14,2021-12-18,Northwest Region,Unvaccinated,3272.0,70.0,16.0,2073282.0,157.81741219959466
2022-01-14,2021-08-21,Northern Region,Partially Vaccinated,216.0,9.0,2.0,587824.0,36.74569258825771
2022-01-14,2021-11-13,Northern Region,Fully Vaccinated,802.0,13.0,3.0,5430758.0,14.767735921946809
2022-01-14,2021-06-26,Southwest Region,Unvaccinated,232.0,22.0,6.0,3752780.0,6.182083681963771
2022-01-14,2021-03-13,Central Region,Unvaccinated,1633.0,42.0,36.0,6631890.0,24.62344821762725
2022-01-14,2021-03-27,Northern Region,Partially Vaccinated,244.0,11.0,3.0,1155949.0,21.108197680001453
2022-01-14,2021-01-23,Northwest Region,Fully Vaccinated,0.0,0.0,0.0,90457.0,0.0
2022-01-14,2021-02-27,Central Region,Partially Vaccinated,74.0,14.0,2.0,579900.0,12.76082083117779
2022-01-14,2021-05-08,Northwest Region,Partially Vaccinated,87.0,4.0,1.0,929542.0,9.359447986212565
2022-01-14,2021-05-15,Northwest Region,Fully Vaccinated,39.0,3.0,0.0,3632238.0,1.0737181869690258
2022-01-14,2021-07-03,Central Region,Partially Vaccinated,12.0,1.0,0.0,491659.0,2.4407160247244533
2022-01-14,2021-02-13,Northern Region,Partially Vaccinated,110.0,12.0,4.0,688248.0,15.982610919319779
2022-01-14,2021-04-17,Southwest Region,Fully Vaccinated,65.0,8.0,3.0,2439116.0,2.6648999063595173
2022-01-14,2021-10-02,Eastern Region,Partially Vaccinated,246.0,7.0,4.0,578281.0,42.539872484138336
